previous_year_rating,education,department,region,gender,recruitment_channel,no_of_trainings,age,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4.0,Bachelor's,Analytics,region_12,Male,sourcing,2,33,3,Yes,No,86,No
3.0,Bachelor's,Analytics,region_2,Male,sourcing,1,41,3,No,No,86,No
3.0,Below Secondary,Operations,region_2,Male,other,2,26,1,No,No,61,No
5.0,Bachelor's,Procurement,region_12,Female,other,1,32,5,No,Yes,84,Yes
3.0,Bachelor's,Operations,region_2,Male,other,1,48,8,No,No,57,No
3.0,Master's & above,Operations,region_26,Male,other,1,41,7,No,No,58,No
5.0,Master's & above,Technology,region_2,Male,other,1,31,4,Yes,No,82,No
4.0,Bachelor's,Sales & Marketing,region_26,Male,other,1,37,5,No,No,54,No
1.0,Bachelor's,Analytics,region_29,Male,other,1,30,4,No,No,84,No
5.0,Below Secondary,Finance,region_2,Male,other,1,26,2,Yes,No,60,No
5.0,Bachelor's,Sales & Marketing,region_13,Male,sourcing,1,44,11,No,No,42,No
3.0,Bachelor's,Operations,region_7,Female,sourcing,1,44,10,No,No,60,No
4.0,Master's & above,R&D,region_22,Male,other,1,30,2,Yes,No,96,Yes
3.0,Below Secondary,Operations,region_22,Male,other,1,24,2,No,No,59,No
1.0,Bachelor's,Sales & Marketing,region_27,Male,other,1,40,10,No,No,49,No
3.0,Master's & above,Technology,region_11,Male,other,1,32,5,No,No,80,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,40,7,No,No,53,No
4.0,Below Secondary,Technology,region_7,Female,other,2,24,3,Yes,No,78,No
4.0,Bachelor's,Sales & Marketing,region_26,Male,other,1,45,15,No,No,64,Yes
5.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,34,5,No,No,60,Yes
4.0,Bachelor's,Operations,region_2,Female,other,1,58,18,Yes,No,60,No
3.0,Bachelor's,Technology,region_24,Male,sourcing,1,35,7,No,No,82,No
4.0,Bachelor's,Sales & Marketing,region_16,Male,other,1,24,2,No,No,51,No
2.0,Bachelor's,Sales & Marketing,region_23,Male,other,1,35,8,No,No,48,No
1.0,Bachelor's,Technology,region_23,Male,sourcing,1,31,2,No,No,81,No
3.0,Bachelor's,Operations,region_29,Male,other,1,33,5,No,No,60,No
3.0,Master's & above,HR,region_2,Female,sourcing,1,44,14,No,No,47,No
2.0,Bachelor's,Sales & Marketing,region_28,Male,other,1,24,2,Yes,No,52,Yes
2.0,Bachelor's,Procurement,region_2,Male,other,2,34,10,No,No,69,No
5.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,1,37,2,No,No,54,No
3.0,Bachelor's,Operations,region_26,Male,other,2,31,4,No,No,63,No
3.0,Bachelor's,Procurement,region_19,Male,other,1,32,8,No,No,69,No
5.0,Bachelor's,Operations,region_2,Female,other,1,33,7,Yes,No,57,No
3.0,Bachelor's,Operations,region_2,Female,sourcing,1,53,11,No,No,57,No
5.0,Bachelor's,Operations,region_22,Male,sourcing,2,37,4,Yes,No,57,No
2.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,30,5,No,No,49,No
5.0,Bachelor's,Analytics,region_15,Male,sourcing,1,35,3,Yes,No,81,No
3.0,Bachelor's,Technology,region_11,Male,sourcing,1,32,4,No,No,80,No
3.0,Bachelor's,Operations,region_15,Male,sourcing,1,45,9,No,No,61,No
3.0,Bachelor's,Procurement,region_13,Male,other,1,29,1,No,No,69,No
3.0,Bachelor's,Sales & Marketing,region_4,Male,sourcing,2,31,4,No,No,53,No
3.0,Bachelor's,Technology,region_15,Male,sourcing,2,34,8,No,No,80,No
3.0,Bachelor's,Analytics,region_22,Female,other,1,24,1,Yes,No,86,No
5.0,Master's & above,Operations,region_3,Female,other,1,31,7,Yes,No,59,No
3.0,Master's & above,Sales & Marketing,region_10,Female,other,1,37,6,Yes,No,47,No
3.0,Master's & above,Sales & Marketing,region_7,Male,other,1,42,12,No,No,48,No
3.0,Master's & above,Procurement,region_4,Male,other,1,40,6,No,No,72,No
5.0,Bachelor's,Operations,region_2,Male,sourcing,1,37,5,Yes,No,64,No
3.0,Bachelor's,Operations,region_22,Male,other,1,50,8,No,No,57,No
3.0,Bachelor's,Operations,region_21,Male,other,1,28,1,No,No,61,No
3.0,Master's & above,HR,region_2,Female,referred,1,57,13,No,No,53,No
2.0,Master's & above,Sales & Marketing,region_28,Male,other,2,42,10,No,No,46,No
3.0,Master's & above,Operations,region_2,Male,sourcing,1,34,8,No,No,61,No
5.0,Bachelor's,Operations,region_2,Female,sourcing,1,34,8,Yes,No,54,No
3.0,Bachelor's,Operations,region_13,Male,other,1,29,1,No,No,62,No
4.0,Master's & above,Operations,region_4,Female,referred,1,32,7,Yes,No,59,No
5.0,Bachelor's,Operations,region_7,Female,sourcing,1,27,2,No,No,61,No
3.0,Bachelor's,Analytics,region_22,Male,other,3,30,1,Yes,No,83,No
3.0,Master's & above,Technology,region_33,Male,other,1,46,17,No,No,83,No
3.0,Master's & above,Sales & Marketing,region_1,Male,other,1,37,10,Yes,No,49,Yes
4.0,Bachelor's,Sales & Marketing,region_2,Female,sourcing,1,48,13,No,No,52,No
5.0,Bachelor's,Technology,region_2,Male,other,1,40,12,Yes,No,84,No
3.0,Bachelor's,Technology,region_20,Male,other,1,32,6,No,No,73,No
1.0,Bachelor's,Sales & Marketing,region_20,Male,other,1,33,7,No,No,48,No
3.0,Bachelor's,Procurement,region_23,Female,other,1,35,6,No,No,66,No
3.0,Bachelor's,Sales & Marketing,region_6,Male,sourcing,1,23,2,No,No,51,No
3.0,Master's & above,Analytics,region_15,Male,other,1,32,4,No,No,86,No
3.0,Bachelor's,Operations,region_2,Male,sourcing,4,31,6,No,No,59,No
4.0,Bachelor's,Operations,region_26,Female,other,1,40,13,No,No,60,No
2.0,Master's & above,Procurement,region_2,Male,other,1,43,7,No,No,70,No
3.0,Master's & above,Operations,region_32,Male,other,1,38,6,No,No,60,No
5.0,Bachelor's,Sales & Marketing,region_7,Male,other,1,36,8,No,No,49,No
5.0,Master's & above,Procurement,region_7,Male,other,1,49,20,Yes,No,65,No
1.0,Bachelor's,Sales & Marketing,region_22,Female,sourcing,1,32,4,No,No,50,No
3.0,Bachelor's,Analytics,region_2,Male,other,2,26,2,No,No,91,No
3.0,Bachelor's,Analytics,region_7,Male,sourcing,1,55,18,No,No,87,No
3.0,Master's & above,HR,region_22,Female,other,1,35,5,No,No,50,No
4.0,Master's & above,Operations,region_9,Female,other,1,36,6,Yes,No,59,No
5.0,Bachelor's,Sales & Marketing,region_30,Male,other,1,29,4,Yes,No,45,No
3.0,Bachelor's,Procurement,region_4,Male,other,1,46,19,Yes,No,72,No
3.0,Bachelor's,R&D,region_27,Male,sourcing,2,30,4,No,No,84,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,51,19,No,No,40,No
3.0,Master's & above,Sales & Marketing,region_29,Male,other,1,37,7,No,No,54,No
3.0,Bachelor's,Analytics,region_32,Male,other,1,27,2,No,No,88,No
1.0,Bachelor's,Sales & Marketing,region_26,Male,other,1,43,4,No,No,49,No
3.0,Bachelor's,HR,region_32,Female,other,1,31,7,No,No,51,No
4.0,Master's & above,Operations,region_7,Female,sourcing,2,38,9,Yes,No,65,No
1.0,Master's & above,Sales & Marketing,region_2,Female,other,1,43,10,No,No,45,No
3.0,Bachelor's,Technology,region_7,Male,sourcing,3,29,4,No,No,81,No
3.0,Master's & above,Technology,region_22,Female,sourcing,1,30,2,No,No,79,No
5.0,Bachelor's,HR,region_2,Female,other,1,49,22,Yes,No,50,No
4.0,Master's & above,Analytics,region_7,Male,other,1,49,5,No,No,90,No
2.0,Master's & above,Sales & Marketing,region_7,Male,sourcing,1,36,5,No,No,48,No
1.0,Master's & above,Procurement,region_10,Male,sourcing,1,33,3,No,No,71,No
3.0,Master's & above,Sales & Marketing,region_22,Male,other,3,52,25,No,No,49,No
3.0,Bachelor's,Sales & Marketing,region_32,Female,other,1,29,1,No,No,53,No
3.0,Bachelor's,Operations,region_7,Male,other,1,37,11,No,No,56,No
3.0,Below Secondary,Finance,region_22,Male,other,1,25,3,No,No,61,No
3.0,Below Secondary,HR,region_2,Male,sourcing,1,24,1,Yes,No,52,No
4.0,Master's & above,Technology,region_7,Female,referred,1,37,13,No,No,79,No
5.0,Bachelor's,Operations,region_14,Male,other,1,35,10,Yes,No,59,Yes
3.0,Bachelor's,Technology,region_13,Female,other,1,33,4,Yes,No,76,Yes
5.0,Bachelor's,Procurement,region_2,Female,sourcing,1,33,9,Yes,No,71,No
3.0,Bachelor's,Technology,region_2,Female,other,1,59,28,No,No,78,No
3.0,Bachelor's,Analytics,region_2,Male,sourcing,1,29,1,No,No,88,No
2.0,Bachelor's,Operations,region_2,Female,other,1,38,8,No,No,59,No
4.0,Bachelor's,Operations,region_2,Male,sourcing,1,48,13,No,No,57,No
3.0,Bachelor's,Legal,region_11,Male,other,1,31,1,Yes,No,62,No
1.0,Master's & above,Technology,region_5,Female,sourcing,1,32,5,No,No,77,No
3.0,Bachelor's,Procurement,region_22,Male,other,3,24,2,No,No,63,No
5.0,Master's & above,Technology,region_7,Male,sourcing,2,37,5,Yes,No,77,No
5.0,Bachelor's,Sales & Marketing,region_7,Female,sourcing,1,32,8,Yes,No,46,Yes
3.0,Bachelor's,Sales & Marketing,region_4,Male,other,1,31,2,No,No,48,No
3.0,Bachelor's,Operations,region_2,Male,sourcing,2,45,5,Yes,Yes,61,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,57,6,No,No,45,No
2.0,Master's & above,Operations,region_15,Male,other,2,39,8,No,No,59,No
1.0,Master's & above,Procurement,region_2,Male,sourcing,1,42,4,No,No,70,No
3.0,Bachelor's,Operations,region_7,Female,other,1,45,4,No,Yes,65,Yes
3.0,Master's & above,Operations,region_30,Male,sourcing,1,41,3,Yes,No,61,No
1.0,Master's & above,Technology,region_27,Female,sourcing,1,41,11,No,No,74,No
1.0,Master's & above,Sales & Marketing,region_24,Male,sourcing,1,34,7,No,No,50,No
5.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,47,18,No,No,52,No
5.0,Master's & above,Sales & Marketing,region_25,Male,sourcing,1,33,7,Yes,No,51,No
3.0,Master's & above,Operations,region_22,Female,sourcing,1,48,15,No,No,69,Yes
4.0,Bachelor's,Operations,region_15,Male,other,1,34,3,No,No,60,No
5.0,Master's & above,Sales & Marketing,region_1,Male,other,1,35,4,Yes,No,47,No
5.0,Master's & above,Analytics,region_1,Male,sourcing,1,35,4,Yes,No,84,No
3.0,Bachelor's,Technology,region_15,Female,sourcing,2,26,2,No,No,79,No
3.0,Master's & above,Sales & Marketing,region_14,Male,sourcing,1,45,17,No,No,49,No
3.0,Master's & above,Sales & Marketing,region_9,Female,sourcing,1,31,1,No,No,54,No
5.0,Bachelor's,Sales & Marketing,region_34,Male,sourcing,1,30,7,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_13,Male,sourcing,1,46,5,No,No,50,No
5.0,Bachelor's,Operations,region_2,Female,other,1,60,4,Yes,No,56,No
5.0,Bachelor's,Operations,region_27,Male,other,1,44,11,Yes,No,55,No
3.0,Master's & above,Technology,region_22,Male,sourcing,3,35,3,No,No,86,No
2.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,2,33,6,No,No,52,No
4.0,Bachelor's,Operations,region_6,Male,sourcing,1,38,8,Yes,No,55,No
3.0,Master's & above,Technology,region_22,Male,sourcing,1,39,5,No,No,80,No
3.0,Bachelor's,Sales & Marketing,region_26,Male,other,1,30,2,No,No,50,No
3.0,Bachelor's,Operations,region_5,Male,sourcing,1,31,1,Yes,No,65,No
4.0,Bachelor's,Sales & Marketing,region_7,Male,sourcing,1,57,3,No,No,50,No
1.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,34,7,No,No,50,No
3.0,Bachelor's,Operations,region_2,Male,other,1,38,4,Yes,No,66,No
3.0,Bachelor's,Sales & Marketing,region_14,Male,other,1,24,1,Yes,No,55,No
3.0,Master's & above,Procurement,region_17,Male,other,1,45,16,No,No,87,Yes
1.0,Master's & above,Sales & Marketing,region_1,Male,other,1,40,11,No,No,53,No
3.0,Bachelor's,Procurement,region_32,Male,other,2,32,3,No,No,70,No
3.0,Bachelor's,Sales & Marketing,region_2,Female,sourcing,2,29,2,No,No,48,No
4.0,Bachelor's,Finance,region_2,Female,other,1,39,11,No,No,59,No
3.0,Bachelor's,Analytics,region_13,Male,sourcing,1,32,7,No,No,80,No
4.0,Master's & above,Operations,region_2,Male,other,2,57,7,Yes,No,58,No
3.0,Bachelor's,Procurement,region_11,Female,other,1,36,4,Yes,No,72,No
1.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,34,5,No,No,46,No
5.0,Master's & above,HR,region_22,Female,other,1,33,7,Yes,No,50,No
2.0,Master's & above,Technology,region_2,Male,sourcing,1,39,4,Yes,No,81,No
4.0,Bachelor's,Finance,region_15,Female,sourcing,2,32,8,No,No,59,No
3.0,Bachelor's,Technology,region_2,Male,referred,1,31,6,No,No,77,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,31,7,Yes,No,52,No
3.0,Bachelor's,Procurement,region_22,Female,other,1,25,3,No,No,68,No
5.0,Bachelor's,Sales & Marketing,region_4,Female,sourcing,1,43,4,Yes,No,50,No
3.0,Bachelor's,Operations,region_2,Male,sourcing,1,25,1,No,No,65,No
1.0,Master's & above,Procurement,region_2,Female,other,1,50,16,No,No,68,No
3.0,Master's & above,Operations,region_22,Male,other,3,32,4,Yes,No,64,Yes
3.0,Bachelor's,Finance,region_32,Male,sourcing,1,28,2,No,No,59,No
1.0,Bachelor's,Sales & Marketing,region_17,Male,other,1,32,5,No,No,51,No
5.0,Bachelor's,Sales & Marketing,region_16,Male,sourcing,1,34,5,No,No,49,No
5.0,Bachelor's,Operations,region_16,Male,other,1,30,4,No,No,55,No
5.0,Master's & above,Operations,region_7,Female,sourcing,1,33,6,No,No,74,Yes
4.0,Master's & above,Procurement,region_7,Male,sourcing,2,46,19,Yes,No,70,No
4.0,Bachelor's,Sales & Marketing,region_12,Male,sourcing,1,35,10,Yes,No,50,Yes
5.0,Bachelor's,Operations,region_7,Male,other,1,33,8,Yes,No,59,Yes
4.0,Bachelor's,Operations,region_22,Male,sourcing,1,30,4,No,No,59,No
5.0,Bachelor's,Procurement,region_7,Male,sourcing,2,33,4,Yes,No,71,No
4.0,Bachelor's,Sales & Marketing,region_13,Male,other,1,28,5,No,No,52,No
3.0,Master's & above,Technology,region_24,Male,other,1,38,8,No,No,84,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,sourcing,1,34,7,Yes,No,49,Yes
3.0,Bachelor's,Sales & Marketing,region_2,Female,other,2,40,1,Yes,No,51,No
3.0,Bachelor's,Procurement,region_31,Female,sourcing,2,30,5,No,No,73,No
2.0,Bachelor's,Operations,region_12,Female,sourcing,1,29,7,No,No,60,No
3.0,Bachelor's,R&D,region_26,Male,sourcing,1,30,3,No,No,83,No
4.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,38,10,No,No,50,No
3.0,Bachelor's,Operations,region_7,Male,other,3,40,11,No,No,60,No
4.0,Bachelor's,Analytics,region_22,Female,other,1,29,5,No,No,86,No
4.0,Master's & above,HR,region_2,Female,sourcing,1,53,25,No,No,47,No
3.0,Bachelor's,Sales & Marketing,region_17,Female,sourcing,1,26,2,No,No,49,No
3.0,Bachelor's,Analytics,region_32,Male,other,2,28,1,No,No,82,No
3.0,Master's & above,Analytics,region_22,Male,sourcing,1,26,1,Yes,No,84,No
3.0,Bachelor's,Procurement,region_10,Male,other,1,28,4,No,No,65,No
3.0,Bachelor's,HR,region_7,Female,sourcing,1,30,3,No,No,51,No
4.0,Master's & above,Operations,region_15,Male,other,1,59,4,Yes,No,56,No
3.0,Bachelor's,R&D,region_22,Female,other,1,29,1,Yes,No,86,No
3.0,Bachelor's,Technology,region_14,Male,sourcing,1,31,4,No,No,83,No
3.0,Bachelor's,Procurement,region_7,Female,other,1,26,2,No,No,69,No
3.0,Master's & above,Operations,region_19,Female,sourcing,1,37,10,No,No,62,No
3.0,Bachelor's,Operations,region_8,Female,sourcing,1,25,1,No,No,62,No
2.0,Bachelor's,Technology,region_31,Male,other,1,27,3,Yes,No,78,No
4.0,Master's & above,Operations,region_2,Male,sourcing,1,39,10,No,No,60,No
5.0,Bachelor's,Analytics,region_28,Male,other,1,36,3,Yes,No,91,Yes
5.0,Master's & above,Procurement,region_23,Male,other,2,35,6,Yes,No,91,Yes
3.0,Bachelor's,Technology,region_8,Female,other,1,28,1,No,No,81,No
3.0,Bachelor's,Sales & Marketing,region_21,Male,other,1,30,1,Yes,No,50,No
5.0,Master's & above,Procurement,region_22,Male,sourcing,1,37,9,Yes,No,75,No
1.0,Master's & above,Technology,region_28,Male,sourcing,2,35,9,No,No,80,No
1.0,Master's & above,Sales & Marketing,region_28,Female,other,1,30,5,No,No,54,No
5.0,Bachelor's,R&D,region_29,Male,sourcing,1,30,1,No,No,96,Yes
4.0,Bachelor's,Technology,region_2,Male,other,1,45,3,No,No,83,No
3.0,Master's & above,Procurement,region_23,Male,other,1,36,7,Yes,No,71,No
3.0,Bachelor's,Sales & Marketing,region_11,Male,sourcing,1,37,4,No,No,50,No
3.0,Bachelor's,Procurement,region_2,Female,sourcing,2,39,4,No,No,73,No
5.0,Bachelor's,Operations,region_19,Male,other,1,37,6,No,No,59,No
3.0,Bachelor's,Procurement,region_26,Male,other,1,28,1,No,No,82,Yes
3.0,Master's & above,Procurement,region_22,Male,sourcing,1,40,12,No,No,70,No
5.0,Bachelor's,Sales & Marketing,region_3,Male,other,1,30,3,Yes,No,52,No
4.0,Master's & above,Operations,region_31,Male,other,1,36,7,No,No,56,No
2.0,Bachelor's,Sales & Marketing,region_15,Female,other,1,27,4,No,No,57,No
1.0,Bachelor's,Operations,region_11,Female,other,1,29,4,No,No,57,No
3.0,Bachelor's,Technology,region_2,Female,sourcing,7,31,5,Yes,No,82,No
4.0,Master's & above,Procurement,region_22,Male,other,1,36,7,Yes,No,67,No
4.0,Bachelor's,Operations,region_12,Male,other,1,30,4,No,No,57,No
3.0,Master's & above,Analytics,region_28,Male,other,2,32,6,Yes,No,86,No
5.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,29,2,No,No,50,No
3.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,29,1,No,No,45,No
1.0,Master's & above,Sales & Marketing,region_22,Male,other,2,38,8,No,No,47,No
3.0,Master's & above,Procurement,region_2,Female,other,1,51,15,No,No,71,No
3.0,Master's & above,Finance,region_22,Male,other,1,32,8,No,No,58,No
3.0,Master's & above,Technology,region_14,Female,sourcing,1,36,5,Yes,No,83,No
5.0,Bachelor's,Operations,region_15,Male,sourcing,2,30,5,Yes,No,57,No
3.0,Bachelor's,Finance,region_26,Female,sourcing,1,26,5,No,No,56,No
5.0,Bachelor's,R&D,region_7,Male,sourcing,2,32,3,Yes,No,83,Yes
3.0,Bachelor's,Sales & Marketing,region_30,Male,other,2,26,3,No,No,50,No
4.0,Bachelor's,Analytics,region_28,Male,sourcing,1,30,2,No,No,83,No
1.0,Bachelor's,Sales & Marketing,region_6,Female,other,1,28,2,No,No,50,No
3.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,1,40,18,Yes,No,55,Yes
1.0,Bachelor's,Legal,region_2,Male,other,1,33,6,No,No,66,No
3.0,Below Secondary,Operations,region_2,Female,sourcing,1,24,1,No,No,73,Yes
3.0,Below Secondary,Legal,region_27,Male,other,1,27,1,Yes,No,59,No
4.0,Bachelor's,Operations,region_29,Male,sourcing,1,30,2,Yes,No,61,No
3.0,Master's & above,Sales & Marketing,region_4,Female,sourcing,1,37,9,No,No,44,No
3.0,Bachelor's,Operations,region_2,Female,other,1,33,9,No,No,58,No
3.0,Bachelor's,Analytics,region_2,Male,other,2,31,2,No,No,84,No
3.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,43,3,No,No,48,No
1.0,Master's & above,Sales & Marketing,region_2,Female,other,1,39,10,Yes,No,52,Yes
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,24,2,Yes,Yes,81,Yes
2.0,Master's & above,Procurement,region_4,Male,other,1,41,12,No,No,71,No
5.0,Master's & above,R&D,region_4,Male,other,1,35,4,Yes,No,85,No
3.0,Bachelor's,Sales & Marketing,region_7,Male,sourcing,1,24,1,No,No,49,No
2.0,Master's & above,Sales & Marketing,region_1,Male,sourcing,3,33,7,No,No,53,No
3.0,Master's & above,Sales & Marketing,region_17,Male,other,1,35,3,No,No,47,No
2.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,30,8,Yes,Yes,50,No
3.0,Bachelor's,Procurement,region_15,Male,other,1,29,2,No,No,68,No
5.0,Bachelor's,Sales & Marketing,region_6,Male,other,1,28,2,Yes,No,50,No
5.0,Master's & above,Operations,region_2,Female,other,1,48,15,Yes,No,61,No
3.0,Bachelor's,Technology,region_2,Male,other,1,31,3,No,No,79,No
1.0,Bachelor's,Sales & Marketing,region_1,Male,other,1,26,3,Yes,No,50,No
3.0,Bachelor's,Sales & Marketing,region_27,Male,sourcing,2,24,1,No,No,47,No
3.0,Bachelor's,Technology,region_27,Female,referred,1,30,1,Yes,No,76,No
3.0,Master's & above,Operations,region_8,Female,sourcing,1,38,2,Yes,No,61,No
5.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,27,3,Yes,No,49,No
1.0,Master's & above,Technology,region_2,Female,other,1,49,24,No,No,77,No
3.0,Bachelor's,Technology,region_11,Female,other,1,32,1,No,No,80,No
3.0,Bachelor's,Operations,region_34,Male,other,1,26,1,No,No,65,No
5.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,35,7,No,No,48,No
3.0,Bachelor's,Finance,region_2,Female,other,2,46,3,No,No,59,No
2.0,Master's & above,Procurement,region_22,Male,other,1,34,6,No,No,69,No
1.0,Bachelor's,Finance,region_22,Female,sourcing,2,30,3,Yes,No,59,No
1.0,Bachelor's,Procurement,region_2,Female,sourcing,1,53,11,No,No,67,No
3.0,Master's & above,Sales & Marketing,region_4,Male,sourcing,1,49,17,No,No,48,No
3.0,Master's & above,Procurement,region_27,Female,other,1,35,5,No,No,68,No
4.0,Master's & above,R&D,region_22,Male,other,1,34,4,No,No,83,No
2.0,Bachelor's,Sales & Marketing,region_30,Male,other,7,26,5,No,No,46,No
3.0,Bachelor's,Sales & Marketing,region_1,Male,sourcing,2,29,1,No,No,47,No
3.0,Master's & above,Operations,region_7,Female,other,1,37,4,No,No,58,No
4.0,Bachelor's,Analytics,region_27,Male,other,2,25,2,No,No,80,No
4.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,47,16,Yes,No,48,Yes
2.0,Bachelor's,Analytics,region_12,Male,sourcing,1,28,5,No,No,85,No
5.0,Bachelor's,Sales & Marketing,region_14,Male,other,1,32,10,Yes,No,48,No
3.0,Bachelor's,Procurement,region_19,Male,other,1,34,4,No,No,71,No
4.0,Bachelor's,Operations,region_2,Male,sourcing,1,36,3,No,No,59,No
2.0,Bachelor's,Legal,region_22,Male,other,1,32,6,No,No,59,No
2.0,Master's & above,Procurement,region_24,Male,sourcing,2,32,5,No,No,72,No
4.0,Bachelor's,Sales & Marketing,region_8,Male,other,1,29,3,No,No,52,No
4.0,Bachelor's,Operations,region_22,Male,other,1,32,4,Yes,Yes,57,Yes
3.0,Bachelor's,Sales & Marketing,region_22,Male,other,5,27,2,No,No,52,No
5.0,Bachelor's,Sales & Marketing,region_13,Male,other,1,34,4,Yes,No,51,No
3.0,Master's & above,Sales & Marketing,region_16,Female,other,1,36,8,No,No,48,No
5.0,Bachelor's,Operations,region_8,Male,sourcing,1,26,2,Yes,No,59,No
4.0,Master's & above,Sales & Marketing,region_14,Male,other,1,33,3,Yes,No,94,Yes
1.0,Master's & above,Sales & Marketing,region_27,Male,other,1,47,3,No,No,45,No
3.0,Bachelor's,Sales & Marketing,region_11,Male,other,1,42,2,No,No,48,No
1.0,Master's & above,Sales & Marketing,region_26,Male,other,1,38,8,No,No,54,No
5.0,Bachelor's,Technology,region_32,Female,sourcing,4,32,8,No,No,93,Yes
3.0,Bachelor's,Procurement,region_17,Female,other,1,44,16,No,No,70,No
4.0,Master's & above,Sales & Marketing,region_22,Male,other,1,33,5,Yes,No,46,No
3.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,2,27,3,No,No,55,No
5.0,Master's & above,Technology,region_2,Male,other,2,50,14,No,No,85,No
3.0,Bachelor's,Procurement,region_31,Female,other,2,29,4,No,No,71,No
5.0,Bachelor's,Procurement,region_34,Male,other,1,29,4,No,No,84,Yes
